UniProtKB	P38646	HSPA9		GO:0016226	PMID:26702583	IMP		P	Stress-70 protein, mitochondrial	GRP75|HSPA9B|mt-HSP70	protein	NCBITaxon:9606	20171107	UniProt		UniProtKB:P38646
UniProtKB	O76071	CIAO1		GO:0016226	PMID:32222833	IDA		P	Probable cytosolic iron-sulfur protein assembly protein CIAO1	CIA1|WDR39	protein	NCBITaxon:9606	20240823	ComplexPortal		UniProtKB:O76071
UniProtKB	O76003	GLRX3		GO:0016226	PMID:27519415	IDA		P	Glutaredoxin-3	PICOT|TXNL2|HUSSY-22	protein	NCBITaxon:9606	20251229	ComplexPortal		UniProtKB:O76003
ComplexPortal	CPX-6861	bola2-glrx3_human		GO:0016226	PMID:27519415	IDA		P	BOLA2-GLRX3 iron-sulfur cluster assembly complex	BOLA2-GRX3 complex|2xBOLA2:GLRX3|BOLA2-GLRX3 Fe-S cluster assembly complex	protein_complex	NCBITaxon:9606	20251229	ComplexPortal		
UniProtKB	Q9H6Q4	CIAO3		GO:0016226	PMID:18270200	IMP		P	Cytosolic iron-sulfur assembly component 3	NARFL|PRN	protein	NCBITaxon:9606	20090714	UniProt		UniProtKB:Q9H6Q4
UniProtKB	Q9H6Q4	CIAO3		GO:0016226	PMID:32222833	IDA		P	Cytosolic iron-sulfur assembly component 3	NARFL|PRN	protein	NCBITaxon:9606	20240823	ComplexPortal		UniProtKB:Q9H6Q4
UniProtKB	Q9UMS0	NFU1		GO:0016226	PMID:12886008	IDA		P	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	HIRIP5|CGI-33	protein	NCBITaxon:9606	20080630	UniProt		UniProtKB:Q9UMS0
UniProtKB	Q9UMS0	NFU1		GO:0016226	PMID:28906594	IDA		P	NFU1 iron-sulfur cluster scaffold homolog, mitochondrial	HIRIP5|CGI-33	protein	NCBITaxon:9606	20171018	UniProt		UniProtKB:Q9UMS0
UniProtKB	Q9H5X1	CIAO2A		GO:0016226	PMID:32222833	IDA		P	Cytosolic iron-sulfur assembly component 2A	CIA2A|FAM96A	protein	NCBITaxon:9606	20240823	ComplexPortal		UniProtKB:Q9H5X1
UniProtKB	Q16595	FXN		GO:0016226	PMID:12785837	IDA		P	Frataxin, mitochondrial	FRDA|X25	protein	NCBITaxon:9606	20250215	BHF-UCL		UniProtKB:Q16595
UniProtKB	Q9H1K1	ISCU		GO:0016226	PMID:16517407	IMP		P	Iron-sulfur cluster assembly enzyme ISCU	NIFUN	protein	NCBITaxon:9606	20221212	GO_Central		UniProtKB:Q9H1K1-2
